gene	ncbi_gene_id	protein_id	uniprot_id	ncbi_description	annotation	pfam
MYCTH_108314	ncbi-geneid:11513420	XP_003663945	up:G2QH40	hypothetical protein	-	-
MYCTH_108317	ncbi-geneid:11513417	XP_003663942	up:G2QH37	polyketide synthase	polyketide synthase	ADH_zinc_N,ADH_zinc_N_2,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,Methyltransf_12,PP-binding,PS-DH,ketoacyl-synt
MYCTH_108391	ncbi-geneid:11510057	XP_003663767	up:G2QG57	glycoside hydrolase family 72 protein	-	-
MYCTH_108407	ncbi-geneid:11510006	XP_003663716	up:G2QFV3	monooxygenase	FAD binding domain	FAD_binding_3
MYCTH_108416	ncbi-geneid:11506413	XP_003663690	up:G2QFS7	glycosyltransferase family 5 protein	Starch synthase catalytic domain	Alpha-amylase,Glyco_trans_1_4,Glyco_transf_5,Glycos_transf_1
MYCTH_108475	ncbi-geneid:11511335	XP_003665575	up:G2QIF6	hypothetical protein	Maltose acetyltransferase	MFS_1,Mac
MYCTH_108493	ncbi-geneid:11511279	XP_003665519	up:G2QI85	necrosis inducing factor	Necrosis inducing protein (NPP1)	NPP1
MYCTH_108501	ncbi-geneid:11511266	XP_003665506	up:G2QI72	hypothetical protein	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network	COPI_C,Coatomer_WDAD,WD40
MYCTH_108504	ncbi-geneid:11511261	XP_003665501	up:G2QI67	hypothetical protein	Bromo adjacent homology domain	BAH,Bromodomain
MYCTH_108565	ncbi-geneid:11511167	XP_003665407	up:G2QHX3	hypothetical protein	Syntaxin	SNARE,Syntaxin
MYCTH_108615	ncbi-geneid:11511072	XP_003665312	up:G2QKG1	cytochrome P450-like protein	Belongs to the cytochrome P450 family	p450
MYCTH_108627	ncbi-geneid:11511037	XP_003665277	up:G2QKC6	hypothetical protein	-	-
MYCTH_108765	ncbi-geneid:11507059	XP_003665031	up:G2QJM9	hypothetical protein	-	-
MYCTH_108781	ncbi-geneid:11506937	XP_003664987	up:G2QJI5	hypothetical protein	Lea domain protein	-
MYCTH_108836	ncbi-geneid:11506737	XP_003664865	up:G2QJ45	oxidoreductase-like protein	Pyridine nucleotide-disulphide oxidoreductase	FMO-like,Pyr_redox_2,Pyr_redox_3
MYCTH_108890	ncbi-geneid:11506446	XP_003664748	up:G2QIH1	MFS sugar transporter-like protein	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family	Sugar_tr
MYCTH_108924	ncbi-geneid:11509994	XP_003667365	up:G2QNU4	MFS sugar transporter-like protein	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family(HXT5)	Sugar_tr
MYCTH_109046	ncbi-geneid:11509608	XP_003667135	up:G2QN17	hypothetical protein	Myb dna-binding domain-containing protein	Myb_DNA-binding
MYCTH_109078	ncbi-geneid:11509486	XP_003667091	up:G2QMX3	hypothetical protein	XRN 5'-3' exonuclease N-terminus(RAT1)	XRN_N,zf-CCHC
MYCTH_109194	ncbi-geneid:11507179	XP_003666894	up:G2QPY6	hypothetical protein	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family(HGT3)	Sugar_tr
MYCTH_109232	ncbi-geneid:11507028	XP_003666821	up:G2QPR3	hypothetical protein	Chromatin organization modifier domain	Chromo
MYCTH_109373	ncbi-geneid:11506519	XP_003666546	up:G2QNS7	hypothetical protein	XPA protein C-terminus(RAD14)	XPA_C,XPA_N
MYCTH_109377	ncbi-geneid:11506508	XP_003666535	up:G2QNR6	hypothetical protein	-	-
MYCTH_109444	ncbi-geneid:11513524	XP_003665777	up:G2QKQ0	glycoside hydrolase family 12 protein	Belongs to the glycosyl hydrolase 12 (cellulase H) family	Glyco_hydro_12
MYCTH_109499	ncbi-geneid:11505392	XP_003660950	up:G2PZL9	general substrate transporter	Fungal trichothecene efflux pump (TRI12)	MFS_1,TRI12
MYCTH_109510	ncbi-geneid:11511559	XP_003660910	up:G2PZH9	heat shock-like protein	Belongs to the small heat shock protein (HSP20) family	HSP20
MYCTH_109530	ncbi-geneid:11505543	XP_003660875	up:G2Q752	hypothetical protein	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation	JAB
MYCTH_109533	ncbi-geneid:11508689	XP_003660873	up:G2Q750	hypothetical protein	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family(GOR1)	2-Hacid_dh,2-Hacid_dh_C
MYCTH_109542	ncbi-geneid:11505457	XP_003660860	up:G2Q737	alternative oxidase	Alternative oxidase(AOX2)	AOX
MYCTH_109566	ncbi-geneid:11505696	XP_003660789	up:G2Q665	glycoside hydrolase family 7 protein	Belongs to the glycosyl hydrolase 7 (cellulase C) family(cbhA)	CBM_1,Glyco_hydro_7
MYCTH_109620	ncbi-geneid:11505935	XP_003660638	up:G2Q4V4	delta-9 acyl-CoA desaturase	Stearyl-CoA desaturase that utilizes O(2) and electrons from reduced cytochrome b5 to introduce the first double bond into saturated fatty acyl-CoA substrates	Cyt-b5,FA_desaturase
MYCTH_109638	ncbi-geneid:11508244	XP_003660582	up:G2Q4E2	methylsterol monooxygenase	Belongs to the sterol desaturase family(ERG25)	FA_hydroxylase
MYCTH_109756	ncbi-geneid:11505572	XP_003660281	up:G2Q203	hypothetical protein	Kelch domain-containing protein	Kelch_5,Kelch_6
MYCTH_109790	ncbi-geneid:11514350	XP_003666213	up:G2QLY8	hypothetical protein	-	-
MYCTH_109795	ncbi-geneid:11514341	XP_003666204	up:G2QLX9	hypothetical protein	-	-
MYCTH_109817	ncbi-geneid:11514296	XP_003666159	up:G2QLT4	hypothetical protein	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation(ADA2)	Myb_DNA-binding,SWIRM,ZZ
MYCTH_109821	ncbi-geneid:11514291	XP_003666154	up:G2QLS9	glycoside hydrolase family 75 protein	Chitosanase catalyzing the endo-type cleavage of chitosan, the deacylated form of chitin. Chitosanase may be crucial in the degradation of the deacetylated portion of chitin in the fungal cell wall	Glyco_hydro_75
MYCTH_109870	ncbi-geneid:11514010	XP_003666029	up:G2QLF3	FAD linked oxidase-like protein	FAD linked oxidase-like protein	BBE,FAD_binding_4
MYCTH_109876	ncbi-geneid:11513995	XP_003666014	up:G2QLD7	hypothetical protein	DSS1_SEM1(SEM1)	DSS1_SEM1
MYCTH_109897	ncbi-geneid:11513859	XP_003665956	up:G2QL79	hypothetical protein	-	-
MYCTH_109914	ncbi-geneid:11513722	XP_003665897	up:G2QL20	hypothetical protein	-	-
MYCTH_10995	ncbi-geneid:11513937	XP_003664228	up:G2QEV4	hypothetical protein	Sir2 family(SIR2)	DUF592,SIR2
MYCTH_109978	ncbi-geneid:11509039	XP_003660167	up:G2Q123	pyruvate carboxyltransferase-like protein	LeuA allosteric (dimerisation) domain(LEU4)	HMGL-like,LeuA_dimer
MYCTH_110022	ncbi-geneid:11514609	XP_003666316	up:G2QM91	Aldo/keto reductase-like protein	Aldo/keto reductase family	Aldo_ket_red
MYCTH_110028	ncbi-geneid:11514642	XP_003666349	up:G2QMC4	basic helix-loop-helix protein	helix loop helix domain	HLH
MYCTH_110038	ncbi-geneid:11506185	XP_003666385	up:G2QMG0	hypothetical protein	-	-
MYCTH_110042	ncbi-geneid:11506203	XP_003666403	up:G2QMH8	hypothetical protein	Belongs to the BI1 family	Bax1-I
MYCTH_110061	ncbi-geneid:11506243	XP_003666443	up:G2QML8	glycoside hydrolase family 16 protein	Glycosyl hydrolases family 16	Glyco_hydro_16
MYCTH_110187	ncbi-geneid:11509125	XP_003658636	up:G2Q264	eburicol 14A-demethylase	Belongs to the cytochrome P450 family(ERG11)	p450
MYCTH_110298	ncbi-geneid:11508944	XP_003658901	up:G2Q4G3	hypothetical protein	RNA recognition motif-containing protein	-
MYCTH_110317	ncbi-geneid:11508231	XP_003658959	up:G2Q4X7	lactate dehydrogenase	Belongs to the LDH MDH superfamily	Ldh_1_C,Ldh_1_N
MYCTH_110470	ncbi-geneid:11505744	XP_003659357	up:G2Q114	hypothetical protein	-	-
MYCTH_110475	ncbi-geneid:11508667	XP_003659366	up:G2Q1D1	hypothetical protein	-	-
MYCTH_110510	ncbi-geneid:11509167	XP_003659443	up:G2Q1W6	hypothetical protein	-	CYSTM
MYCTH_110532	ncbi-geneid:11511575	XP_003659471	up:G2Q1Z4	small heat shock protein	small heat shock protein	HSP20
MYCTH_110536	ncbi-geneid:11505880	XP_003659483	up:G2Q2B3	hypothetical protein	DNA-directed RNA-polymerase II subunit	RNA_pol_Rpb4
MYCTH_110640	ncbi-geneid:11509116	XP_003659726	up:G2Q486	globin-like-protein	Protoglobin	Protoglobin
MYCTH_110651	ncbi-geneid:11505839	XP_003659754	up:G2Q4M0	glycoside hydrolase family 61 protein	Glycosyl hydrolase family 61	CBM_1,Glyco_hydro_61
MYCTH_110670	ncbi-geneid:11505960	XP_003659812	up:G2Q529	sterol 24-C-methyltransferase	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol(ERG6)	Methyltransf_11,Methyltransf_25,Sterol_MT_C
MYCTH_110674	ncbi-geneid:11505621	XP_003659819	up:G2Q536	carbohydrate-binding module family 50 protein	Glycine zipper 2TM domain	CVNH,LysM,Rick_17kDa_Anti
MYCTH_110717	ncbi-geneid:11513098	XP_003659943	up:G2Q621	hypothetical protein	Nascent polypeptide-associated complex subunit beta(EGD1)	NAC
MYCTH_110792	ncbi-geneid:11512464	XP_003662411	up:G2Q922	hypothetical protein	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly	Yippee-Mis18
MYCTH_110806	ncbi-geneid:11512415	XP_003662362	up:G2Q8R8	pectin lyase-like protein	Ricin B lectin	-
MYCTH_110817	ncbi-geneid:11512379	XP_003662326	up:G2Q8N2	hypothetical protein	Belongs to the eukaryotic ribosomal protein P1 P2 family	Ribosomal_60s
MYCTH_110821	ncbi-geneid:11512371	XP_003662318	up:G2Q8M4	hypothetical protein	GPI-anchored cell wall organization protein(ecm33)	Ecm33
MYCTH_110871	ncbi-geneid:11512259	XP_003662206	up:G2Q804	isocitrate lyase-like protein	Belongs to the isocitrate lyase PEP mutase superfamily. Isocitrate lyase family(ICL1)	ICL
MYCTH_110897	ncbi-geneid:11512190	XP_003662137	up:G2Q7H9	hypothetical protein	C-terminal to LisH motif.	WD40
MYCTH_110931	ncbi-geneid:11510860	XP_003662055	up:G2QB71	formate dehydrogenase	Catalyzes the NAD( )-dependent oxidation of formate to carbon dioxide. Formate oxidation is the final step in the methanol oxidation pathway in methylotrophic microorganisms. Has a role in the detoxification of exogenous formate in non- methylotrophic organisms(FDH1)	2-Hacid_dh,2-Hacid_dh_C
MYCTH_110951	ncbi-geneid:11510822	XP_003662017	up:G2QAY0	hypothetical protein	-	-
MYCTH_110956	ncbi-geneid:11510813	XP_003662008	up:G2QAX1	flavo protein pyridine nucleotide cytochrome reductase-like protein	FAD binding domain	FAD_binding_1,Flavodoxin_1,NAD_binding_1
MYCTH_111030	ncbi-geneid:11510655	XP_003661850	up:G2QA01	carbonic anhydrase-like protein	Reversible hydration of carbon dioxide	Pro_CA
MYCTH_111035	ncbi-geneid:11510650	XP_003661845	up:G2Q9Z6	carboxypeptidase	Zn_pept(MCPA)	Peptidase_M14,Propep_M14
MYCTH_111036	ncbi-geneid:11510649	XP_003661844	up:G2Q9Z5	hypothetical protein	Arylsulfotransferase (ASST)	Arylsulfotran_2
MYCTH_111073	ncbi-geneid:11510520	XP_003661715	up:G2Q9L1	Ferritin/ribonucleotide reductase-like-protein	Ferritin-like domain	Ferritin_2
MYCTH_111088	ncbi-geneid:11510466	XP_003661661	up:G2Q9F7	glycoside hydrolase family 61 protein	Fungal-type cellulose-binding domain	CBM_1,Glyco_hydro_61
MYCTH_111107	ncbi-geneid:11510432	XP_003661627	up:G2Q9C3	nucleosome assembly protein-like protein	Belongs to the nucleosome assembly protein (NAP) family(NAP1)	NAP
MYCTH_111172	ncbi-geneid:11512139	XP_003661460	up:G2Q8G6	hypothetical protein	-	-
MYCTH_111173	ncbi-geneid:11512136	XP_003661457	up:G2Q8G3	hypothetical protein	-	-
MYCTH_111214	ncbi-geneid:11512027	XP_003661348	up:G2Q7P5	Delta(24(24(1)))-sterol reductase like protein	Ergosterol biosynthesis ERG4/ERG24 family(ERG4)	ERG4_ERG24
MYCTH_111314	ncbi-geneid:11511721	XP_003661059	up:G2QA66	hypothetical protein	Myo-inositol oxygenase	MIOX
MYCTH_111331	ncbi-geneid:11509754	XP_003663642	up:G2QDY8	3-ketoacyl-CoA thiolase	Belongs to the thiolase family	Thiolase_C,Thiolase_N
MYCTH_111372	ncbi-geneid:11509397	XP_003663441	up:G2QCS4	glycoside hydrolase family 7 protein	Belongs to the glycosyl hydrolase 7 (cellulase C) family	CBM_1,Glyco_hydro_7
MYCTH_111377	ncbi-geneid:11509289	XP_003663411	up:G2QCJ0	hypothetical protein	-	-
MYCTH_111388	ncbi-geneid:11509856	XP_003663382	up:O74240	cbdA; carbohydrate-binding module family 1 protein	Belongs to the GMC oxidoreductase family	CBM_1,CDH-cyt,GMC_oxred_C,GMC_oxred_N
MYCTH_111405	ncbi-geneid:11509232	XP_003663354	up:G2QC80	histone H4-like protein	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling(HHF1)	CENP-T_C
MYCTH_111425	ncbi-geneid:11507936	XP_003663310	up:G2QBY3	60S ribosomal protein L2-like protein	60S ribosomal protein(RPL2)	Ribosomal_L2,Ribosomal_L2_C
MYCTH_111604	ncbi-geneid:11507493	XP_003662867	up:G2QE39	hypothetical protein	Haloacid dehalogenase-like hydrolase(PHO13)	Hydrolase_6,Hydrolase_like
MYCTH_111645	ncbi-geneid:11507378	XP_003662752	up:G2QDJ5	hypothetical protein	-	-
MYCTH_111741	ncbi-geneid:11512562	XP_003662455	up:G2QBS9	fungal-specific transcription factor-like protein	Fungal specific transcription factor domain	Fungal_trans,Zn_clus
MYCTH_111770	ncbi-geneid:11506254	XP_003664648	up:G2QGJ3	hypothetical protein	This small integral protein plays a role in holoenzyme assembly or stability(COX9)	-
MYCTH_111814	ncbi-geneid:11514511	XP_003664490	up:G2QFM8	hypothetical protein	Cytidylyltransferase-like(PCT1)	CTP_transf_like
MYCTH_111845	ncbi-geneid:11514234	XP_003664369	up:G2QF95	hypothetical protein	-	-
MYCTH_111934	ncbi-geneid:11513744	XP_003664113	up:G2QHK8	hmg-CoA synthase	This enzyme condenses acetyl-CoA with acetoacetyl-CoA to form HMG-CoA, which is the substrate for HMG-CoA reductase(ERG13)	HMG_CoA_synt_C,HMG_CoA_synt_N
MYCTH_111987	ncbi-geneid:11513440	XP_003663965	up:G2QH60	hypothetical protein	Belongs to the ubiquitin-conjugating enzyme family(MMS2)	UQ_con
MYCTH_112014	ncbi-geneid:11510170	XP_003663820	up:G2QGG1	alcohol dehydrogenase-like protein	Alcohol dehydrogenase GroES-like domain	ADH_N,ADH_zinc_N
MYCTH_112025	ncbi-geneid:11506415	XP_003663778	up:G2QGB9	glutathione S-transferase-like protein	Belongs to the GST superfamily	GST_C,GST_C_2,GST_C_3,GST_N
MYCTH_112050	ncbi-geneid:11511462	XP_003665702	up:G2QJ91	glycoside hydrolase family 10 protein	Beta-xylanase	CBM_1,Glyco_hydro_10
MYCTH_112051	ncbi-geneid:11511452	XP_003665692	up:G2QJ81	cytochrome P450-like protein	Cytochrome P450	p450
MYCTH_112080	ncbi-geneid:11511483	XP_003665559	up:G2QIE0	hypothetical protein	-	-
MYCTH_112086	ncbi-geneid:11511286	XP_003665526	up:G2QI92	hypothetical protein	-	-
MYCTH_112089	ncbi-geneid:11511276	XP_003665516	up:G2QI82	glycoside hydrolase family 61 protein	Glycosyl hydrolase family 61	Glyco_hydro_61
MYCTH_112121	ncbi-geneid:11511210	XP_003665450	up:G2QI16	pyruvate decarboxylase-like protein	Belongs to the TPP enzyme family	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
MYCTH_112136	ncbi-geneid:11511181	XP_003665421	up:G2QHY7	histone H2B-like protein	Histone H2B(HTB1)	Histone
MYCTH_112137	ncbi-geneid:11511180	XP_003665420	up:G2QHY6	histone H2A-like protein	C-terminus of histone H2A(HTA1)	Histone,Histone_H2A_C
MYCTH_112159	ncbi-geneid:11511144	XP_003665384	up:G2QHV0	farnesyl-diphosphate farnesyl transferase	Squalene/phytoene synthase(ERG9)	SQS_PSY
MYCTH_112204	ncbi-geneid:11510995	XP_003665235	up:G2QK84	mitochondrial ATP synthase protein 9	Belongs to the ATPase C chain family	ATP-synt_C
MYCTH_112227	ncbi-geneid:11510930	XP_003665170	up:G2QK19	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase-like protein	XFP C-terminal domain	XFP,XFP_C,XFP_N
MYCTH_112306	ncbi-geneid:11506881	XP_003664931	up:G2QJC9	methionine synthase-like protein	Cobalamin-independent synthase, Catalytic domain	Meth_synt_2
MYCTH_112322	ncbi-geneid:11506735	XP_003664863	up:G2QJ43	oxidoreductase-like protein	Belongs to the globin family	FAD_binding_6,Globin,NAD_binding_1
MYCTH_112329	ncbi-geneid:11506726	XP_003664854	up:G2QJ34	C-5 sterol desaturase-like protein	Belongs to the sterol desaturase family(ERG3)	FA_hydroxylase
MYCTH_112362	ncbi-geneid:11506459	XP_003664761	up:G2QII4	hypothetical protein	integral membrane protein	RGS
MYCTH_112363	ncbi-geneid:11506458	XP_003664760	up:G2QII3	hypothetical protein	Caspase domain(MCA1)	Peptidase_C14
MYCTH_112399	ncbi-geneid:11509950	XP_003667321	up:G2QNK3	carbohydrate-binding module family 1 protein	Carbohydrate-binding module family 1 protein	CBM_1
MYCTH_112411	ncbi-geneid:11509837	XP_003667286	up:G2QNG8	hypothetical protein	Belongs to the cytochrome b5 family	Cyt-b5
MYCTH_112442	ncbi-geneid:11509659	XP_003667186	up:G2QN68	hypothetical protein	Proteasome subunit(PRE8)	Proteasome,Proteasome_A_N
MYCTH_112471	ncbi-geneid:11509528	XP_003667133	up:G2QN15	NADP:D-xylose dehydrogenase	Oxidoreductase family, NAD-binding Rossmann fold	GFO_IDH_MocA
MYCTH_112491	ncbi-geneid:11509479	XP_003667084	up:G2QQH6	MFS sugar transporter-like protein	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family(HXT5)	Sugar_tr
MYCTH_112498	ncbi-geneid:11509460	XP_003667065	up:G2QQF7	hypothetical protein	-	Podoplanin
MYCTH_112612	ncbi-geneid:11507012	XP_003666805	up:G2QPP7	Coproporphyrinogen III oxidase-like protein	Coproporphyrinogen III oxidase(HEM13)	Coprogen_oxidas
MYCTH_112686	ncbi-geneid:11506538	XP_003666565	up:G2QNZ9	hypothetical protein	heat shock(SSA2)	HSP70
MYCTH_112699	ncbi-geneid:11506403	XP_003666524	up:G2QNQ5	acyltransferase	acyl transferase	Transferase
MYCTH_112700	ncbi-geneid:11506399	XP_003666520	up:G2QNQ1	histone H2A like protein	Histone H2A(HTZ1)	Histone,Histone_H2A_C
MYCTH_112714	ncbi-geneid:11513677	XP_003665852	up:G2QKX5	pyridine nucleotide-disulfide oxidoreductase-like protein	Pyridine nucleotide-disulphide oxidoreductase	Pyr_redox_2
MYCTH_112716	ncbi-geneid:11513670	XP_003665845	up:G2QKW8	hypothetical protein	Nse1 non-SMC component of SMC5-6 complex	SMC_Nse1,zf-RING-like
MYCTH_112802	ncbi-geneid:11505387	XP_003660949	up:G2PZL8	Crotonase-like protein	Enoyl-CoA hydratase/isomerase	ECH_1
MYCTH_112805	ncbi-geneid:11508125	XP_003660946	up:G2PZL5	non-ribosomal peptide synthetase	Condensation domain	AMP-binding,Condensation,PP-binding
MYCTH_112815	ncbi-geneid:11512802	XP_003660928	up:G2PZJ7	cytochrome P450 monooxygenase-like protein	Cytochrome P450	p450
MYCTH_112824	ncbi-geneid:11508500	XP_003660904	up:G2Q781	hypothetical protein	NAD(P)H-binding	NmrA
MYCTH_112826	ncbi-geneid:11508504	XP_003660902	up:G2Q779	hypothetical protein	Protein of unknown function (DUF1308)	DUF1308
MYCTH_112850	ncbi-geneid:11508802	XP_003660870	up:G2Q747	hypothetical protein	NMDA receptor-regulated protein 1	NARP1,TPR_16,TPR_2,TPR_8
MYCTH_112889	ncbi-geneid:11506088	XP_003660806	up:G2Q6I8	hypothetical protein	Appr-1'-p processing enzyme	Macro
MYCTH_112905	ncbi-geneid:11508372	XP_003660767	up:G2Q643	ATPase, P-type cation-transporter	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family(cta3)	Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase
MYCTH_112916	ncbi-geneid:11506073	XP_003660745	up:G2Q5R4	glycosyltransferase family 2 protein	Myosin. Large ATPases.	Chitin_synth_2,Cyt-b5,DEK_C,Myosin_head
MYCTH_112924	ncbi-geneid:11512804	XP_003660732	up:G2Q5Q1	hypothetical protein	Transglutaminase-like superfamily	Transglut_core
MYCTH_112996	ncbi-geneid:11508861	XP_003660604	up:G2Q4S0	hypothetical protein	Pyridoxal-dependent decarboxylase conserved domain	Pyridoxal_deC
MYCTH_113066	ncbi-geneid:11513235	XP_003660473	up:G2Q3G8	hypothetical protein	Folliculin-interacting protein N-terminus	FNIP_N
MYCTH_113138	ncbi-geneid:11508471	XP_003660362	up:G2Q2J2	hypothetical protein	Putative DNA-binding (bihelical) motif predicted to be involved in chromosomal organisation	RSB_motif,SAP
MYCTH_113236	ncbi-geneid:11514336	XP_003666199	up:G2QLX4	Aldo/keto reductase-like protein	Aldo/keto reductase family	Aldo_ket_red
MYCTH_113239	ncbi-geneid:11514334	XP_003666197	up:G2QLX2	hypothetical protein	Conserved hypothetical ATP binding protein	ATP_bind_1
MYCTH_113387	ncbi-geneid:11513834	XP_003665931	up:G2QL54	hypothetical protein	-	-
MYCTH_113450	ncbi-geneid:11511544	XP_003660096	up:G2Q027	glycoside hydrolase family 18 protein	Glycoside hydrolase family 18 protein(CHT2)	CBM_19,Flocculin_t3,Glyco_hydro_18,LysM
MYCTH_113457	ncbi-geneid:11508120	XP_003660109	up:G2Q040	hypothetical protein	zinc finger binding to DNA consensus sequence [AT]GATA[AG](GAT1)	AreA_N,DUF1752,GATA
MYCTH_113577	ncbi-geneid:11506187	XP_003666387	up:G2QMG2	aldehyde dehydrogenase-like protein	Belongs to the aldehyde dehydrogenase family	Aldedh
MYCTH_113600	ncbi-geneid:11506231	XP_003666431	up:G2QMK6	ERG4/ERG24 ergosterol biosynthesis-like protein	Ergosterol biosynthesis ERG4/ERG24 family	DUF1295
MYCTH_113715	ncbi-geneid:11506049	XP_003658463	up:G2Q0R8	hypothetical protein	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family(COG4)	COG4
MYCTH_113886	ncbi-geneid:11508478	XP_003658735	up:G2Q327	hypothetical protein	Functions as component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks(arc1)	WD40
